lon,lat,time,elevation,som,moisture,temp,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
142.1348106,-36.74234796,1/04/2022,126.8,2.425,32.7,17.99,924,1286,1636,2076,2074,2262,2200,2478,3889,2793
142.1348095,-36.74236078,1/04/2022,126.8,2.43,30.95,17.78,924,1286,1636,2076,2074,2262,2200,2478,3889,2793
142.13481,-36.7423742,1/04/2022,126.8,2.37,34.15,18.15,924,1286,1636,2076,2074,2262,2200,2478,3889,2793
142.134807,-36.74238929,1/04/2022,126.8,2.355,36.1,17.78,924,1286,1636,2076,2074,2262,2200,2478,3889,2793
142.1348079,-36.7424042,1/04/2022,126.7,2.33,33.92,17.47,924,1286,1636,2076,2074,2262,2200,2478,3889,2793
142.1348146,-36.74241704,1/04/2022,126.8,2.27,33.9,17.21,924,1286,1636,2076,2074,2262,2200,2478,3889,2793
142.1348186,-36.74243226,1/04/2022,126.8,2.225,36.48,16.88,1058,1300,1662,2063,2088,2210,2246,2535,3967,2838
142.1348275,-36.74244811,1/04/2022,126.8,2.29,36.45,16.76,1058,1300,1662,2063,2088,2210,2246,2535,3967,2838
142.1348376,-36.74246359,1/04/2022,126.8,2.375,34.42,16.58,1058,1300,1662,2063,2088,2210,2246,2535,3967,2838
142.1348524,-36.74247529,1/04/2022,126.8,2.41,35.42,16.19,1058,1300,1662,2063,2088,2210,2246,2535,3967,2838
142.1348825,-36.74247615,1/04/2022,126.8,2.4,35.1,16.13,1058,1300,1662,2063,2088,2210,2246,2535,3967,2838
142.1349082,-36.74248229,1/04/2022,126.8,2.43,34.0,16.04,1016,1156,1548,1981,2197,2316,2110,2603,3888,2885
142.134927,-36.74249357,1/04/2022,126.8,2.435,34.45,16.36,1016,1156,1548,1981,2197,2316,2110,2603,3888,2885
142.1349466,-36.74250504,1/04/2022,126.8,2.345,33.65,16.63,1016,1156,1548,1981,2197,2316,2110,2603,3888,2885
142.1349673,-36.74251741,1/04/2022,126.8,2.24,34.0,16.99,1152,1414,1838,1981,2197,2316,2448,2603,3888,2885
142.134976,-36.74253352,1/04/2022,126.8,2.2,32.27,17.17,1152,1414,1838,1981,2197,2316,2448,2603,3888,2885
142.1349837,-36.74254965,1/04/2022,126.8,2.23,34.77,17.15,1152,1414,1838,1981,2197,2316,2448,2603,3888,2885
142.1349913,-36.74256602,1/04/2022,126.8,2.225,34.77,17.14,1152,1414,1838,1981,2197,2316,2448,2603,3888,2885
142.1349982,-36.74258243,1/04/2022,126.9,2.295,36.98,17.26,1152,1414,1838,1981,2197,2316,2448,2603,3888,2885
142.1350156,-36.74259734,1/04/2022,126.9,2.29,36.35,17.86,1230,1498,1924,1981,2197,2316,2552,2603,3888,2885
142.1350329,-36.74261374,1/04/2022,126.9,2.175,34.23,17.97,1200,1456,1944,2124,2172,2322,2520,2598,4151,2991
142.135042,-36.74263143,1/04/2022,126.8,2.105,34.33,18.17,1200,1456,1944,2124,2172,2322,2520,2598,4151,2991
142.1350451,-36.7426489,1/04/2022,126.9,2.09,33.42,18.22,1200,1456,1944,2124,2172,2322,2520,2598,4151,2991
142.1350406,-36.7426661,1/04/2022,126.9,2.1,32.0,18.46,1200,1456,1944,2124,2172,2322,2520,2598,4151,2991
142.1350387,-36.7426832,1/04/2022,126.9,2.08,32.58,18.46,1200,1456,1944,2124,2172,2322,2520,2598,4151,2991
142.1350349,-36.74270033,1/04/2022,126.9,2.14,33.4,18.4,1194,1476,1900,2124,2172,2322,2470,2598,4151,2991
142.1350312,-36.7427174,1/04/2022,126.9,2.15,35.15,18.51,1194,1476,1900,2124,2172,2322,2470,2598,4151,2991
142.1350279,-36.74273481,1/04/2022,126.9,2.13,33.88,18.79,1194,1476,1900,2124,2172,2322,2470,2598,4151,2991
142.1350276,-36.74275211,1/04/2022,126.8,2.115,33.95,18.9,1194,1476,1900,2124,2172,2322,2470,2598,4151,2991
142.1350222,-36.74276944,1/04/2022,126.8,2.04,31.88,19.15,1194,1476,1900,2124,2172,2322,2470,2598,4151,2991
142.1350224,-36.74278674,1/04/2022,126.8,1.96,31.48,19.51,1194,1476,1900,2124,2172,2322,2470,2598,4151,2991
142.1350224,-36.74280414,1/04/2022,126.8,1.915,31.9,19.28,1108,1374,1792,2015,2168,2303,2394,2574,4115,2997
142.1350202,-36.74282146,1/04/2022,126.8,1.86,30.98,19.68,1108,1374,1792,2015,2168,2303,2394,2574,4115,2997
142.135021,-36.74283876,1/04/2022,126.8,1.88,29.93,19.93,1108,1374,1792,2015,2168,2303,2394,2574,4115,2997
142.1350166,-36.7428559,1/04/2022,126.8,1.9,29.78,20.03,1108,1374,1792,2015,2168,2303,2394,2574,4115,2997
142.1350306,-36.7428731,1/04/2022,126.8,1.97,29.25,19.94,1108,1374,1792,2015,2168,2303,2394,2574,4115,2997
142.1350448,-36.74289177,1/04/2022,126.8,2.03,29.53,20.17,1128,1400,1802,2015,2168,2303,2420,2574,4115,2997
142.1350454,-36.74290948,1/04/2022,126.8,2.05,28.3,20.25,1128,1400,1802,2015,2168,2303,2420,2574,4115,2997
142.1350428,-36.74292673,1/04/2022,126.8,1.955,29.07,20.31,1128,1400,1802,2015,2168,2303,2420,2574,4115,2997
142.1350441,-36.74294502,1/04/2022,126.8,1.885,30.48,20.43,1128,1400,1802,2015,2168,2303,2420,2574,4115,2997
142.135042,-36.74296255,1/04/2022,126.8,1.93,32.2,20.19,1128,1400,1802,2015,2168,2303,2420,2574,4115,2997
142.1350452,-36.74298184,1/04/2022,126.8,1.99,31.5,20.64,1212,1468,1908,2196,2273,2420,2546,2670,4223,3094
142.1350486,-36.74300228,1/04/2022,126.8,1.96,30.83,21.08,1212,1468,1908,2196,2273,2420,2546,2670,4223,3094
142.1350473,-36.74302188,1/04/2022,126.8,1.985,31.63,20.85,1212,1468,1908,2196,2273,2420,2546,2670,4223,3094
142.1350442,-36.74304165,1/04/2022,126.8,1.97,32.08,21.01,1212,1468,1908,2196,2273,2420,2546,2670,4223,3094
142.1350307,-36.74305525,1/04/2022,126.8,1.965,33.6,20.78,1212,1468,1908,2196,2273,2420,2546,2670,4223,3094
142.1350117,-36.7430653,1/04/2022,126.8,1.97,35.55,20.86,1166,1462,1924,2196,2273,2420,2448,2670,4223,3094
142.135001,-36.74308055,1/04/2022,126.8,1.965,33.88,21.44,1166,1462,1924,2196,2273,2420,2448,2670,4223,3094
142.1349866,-36.7430933,1/04/2022,126.8,1.985,35.33,20.67,1166,1462,1924,2196,2273,2420,2448,2670,4223,3094
142.1349692,-36.74310462,1/04/2022,126.8,1.985,35.63,20.94,1166,1462,1924,2196,2273,2420,2448,2670,4223,3094
142.1349458,-36.7431137,1/04/2022,126.8,2.035,35.0,21.5,1166,1462,1924,2196,2273,2420,2448,2670,4223,3094
142.1349325,-36.74312775,1/04/2022,126.8,2.05,35.58,21.47,1166,1462,1924,2196,2273,2420,2448,2670,4223,3094
142.1349151,-36.74314066,1/04/2022,126.8,2.01,36.15,21.76,1166,1462,1924,2196,2273,2420,2448,2670,4223,3094
142.1349038,-36.74315572,1/04/2022,126.8,2.005,36.25,21.99,1116,1324,1788,2063,2084,2226,2348,2509,4047,2884
142.1348906,-36.74317062,1/04/2022,126.8,2.02,34.85,22.44,1116,1324,1788,2063,2084,2226,2348,2509,4047,2884
142.1348805,-36.74318632,1/04/2022,126.8,2.03,34.15,22.79,1116,1324,1788,2063,2084,2226,2348,2509,4047,2884
142.1348754,-36.74320322,1/04/2022,126.8,2.0,32.83,23.4,1116,1324,1788,2063,2084,2226,2348,2509,4047,2884
142.1348701,-36.74322002,1/04/2022,126.8,2.0,30.18,23.17,1116,1324,1788,2063,2084,2226,2348,2509,4047,2884
142.134867,-36.74323725,1/04/2022,126.8,2.0,29.23,22.47,1116,1324,1788,2063,2084,2226,2348,2509,4047,2884
142.1348614,-36.74325415,1/04/2022,126.8,1.915,29.32,22.13,1092,1316,1744,2063,2084,2226,2302,2509,4047,2884
142.134856,-36.74327095,1/04/2022,126.8,1.865,28.48,22.94,1092,1316,1744,2063,2084,2226,2302,2509,4047,2884
142.1348504,-36.74328775,1/04/2022,126.8,1.86,30.75,22.29,1092,1316,1744,2063,2084,2226,2302,2509,4047,2884
142.1348428,-36.74330402,1/04/2022,126.8,1.885,31.75,22.43,1092,1316,1744,2063,2084,2226,2302,2509,4047,2884
142.1348356,-36.74332053,1/04/2022,126.8,1.93,33.27,22.57,1092,1316,1744,2063,2084,2226,2302,2509,4047,2884
142.1348265,-36.74333666,1/04/2022,126.8,1.915,33.13,22.63,1078,1344,1742,2108,2139,2267,2298,2509,4137,2964
142.1348224,-36.74335386,1/04/2022,126.8,1.92,31.7,22.97,1078,1344,1742,2108,2139,2267,2298,2509,4137,2964
142.1348182,-36.74337086,1/04/2022,126.8,1.935,29.5,22.5,1078,1344,1742,2108,2139,2267,2298,2509,4137,2964
142.1348164,-36.74338828,1/04/2022,126.8,1.95,30.2,22.42,1078,1344,1742,2108,2139,2267,2298,2509,4137,2964
142.1348117,-36.74340518,1/04/2022,126.8,2.005,28.45,22.36,1078,1344,1742,2108,2139,2267,2298,2509,4137,2964
142.1348114,-36.74342292,1/04/2022,126.8,2.12,27.77,22.1,1142,1450,1878,2108,2139,2267,2404,2509,4137,2964
142.1348103,-36.74344062,1/04/2022,126.8,2.19,26.7,22.18,1142,1450,1878,2108,2139,2267,2404,2509,4137,2964
142.1348066,-36.74345781,1/04/2022,126.8,2.12,29.28,22.19,1142,1450,1878,2108,2139,2267,2404,2509,4137,2964
142.1347998,-36.74347421,1/04/2022,126.8,2.065,30.52,22.25,1142,1450,1878,2108,2139,2267,2404,2509,4137,2964
142.1348017,-36.74349316,1/04/2022,126.8,1.98,30.08,21.63,1142,1450,1878,2108,2139,2267,2404,2509,4137,2964
142.134794,-36.74350936,1/04/2022,126.8,1.94,30.8,22.13,1146,1358,1800,2108,2139,2267,2420,2509,4137,2964
142.134782,-36.74352432,1/04/2022,126.8,2.0,29.5,22.11,1246,1468,1938,2208,2316,2442,2514,2731,4278,3115
142.1347791,-36.74354196,1/04/2022,126.8,2.055,30.05,21.89,1246,1468,1938,2208,2316,2442,2514,2731,4278,3115
142.1347731,-36.74355873,1/04/2022,126.8,2.05,32.98,22.14,1246,1468,1938,2208,2316,2442,2514,2731,4278,3115
142.1347672,-36.74357554,1/04/2022,126.8,2.045,34.75,22.25,1246,1468,1938,2208,2316,2442,2514,2731,4278,3115
142.1347588,-36.74359154,1/04/2022,126.8,2.065,33.0,22.56,1246,1468,1938,2208,2316,2442,2514,2731,4278,3115
142.1347501,-36.74360754,1/04/2022,126.8,1.995,32.9,22.63,1252,1542,2022,2208,2316,2442,2622,2731,4278,3115
142.1347438,-36.74362428,1/04/2022,126.8,1.905,34.0,22.46,1252,1542,2022,2208,2316,2442,2622,2731,4278,3115
142.1347347,-36.74364008,1/04/2022,126.8,1.885,34.2,22.56,1252,1542,2022,2208,2316,2442,2622,2731,4278,3115
142.1347335,-36.74365877,1/04/2022,126.7,1.89,33.38,22.75,1252,1542,2022,2208,2316,2442,2622,2731,4278,3115
142.1347325,-36.74367812,1/04/2022,126.8,1.9,32.48,22.57,1252,1542,2022,2208,2316,2442,2622,2731,4278,3115
142.1347309,-36.74369845,1/04/2022,126.8,1.9,32.35,22.68,1302,1590,2092,2347,2543,2680,2662,2919,4311,3124
142.13473,-36.74372124,1/04/2022,126.8,1.91,32.7,22.63,1302,1590,2092,2347,2543,2680,2662,2919,4311,3124
142.1347238,-36.74374232,1/04/2022,126.8,1.94,31.88,22.58,1302,1590,2092,2347,2543,2680,2662,2919,4311,3124
142.1347105,-36.74375713,1/04/2022,126.8,1.98,33.6,22.61,1302,1590,2092,2347,2543,2680,2662,2919,4311,3124
142.1346922,-36.74376643,1/04/2022,126.8,1.97,34.33,22.47,1302,1590,2092,2347,2543,2680,2662,2919,4311,3124
142.1346788,-36.74378225,1/04/2022,126.8,2.025,34.85,22.56,1320,1616,2114,2301,2340,2490,2792,2735,4256,3030
142.1346567,-36.74378621,1/04/2022,126.9,1.955,35.48,22.42,1320,1616,2114,2301,2340,2490,2792,2735,4256,3030
142.1346362,-36.74379257,1/04/2022,126.9,1.94,36.88,22.38,1320,1616,2114,2301,2340,2490,2792,2735,4256,3030
142.1346146,-36.74379792,1/04/2022,126.9,1.97,36.35,22.46,1320,1616,2114,2301,2340,2490,2792,2735,4256,3030
142.1345986,-36.74380962,1/04/2022,126.9,1.97,37.1,22.51,1320,1616,2114,2301,2340,2490,2792,2735,4256,3030
142.1345834,-36.74382237,1/04/2022,126.9,2.03,36.92,22.58,1320,1616,2114,2301,2340,2490,2792,2735,4256,3030
142.1345691,-36.7438364,1/04/2022,126.9,2.025,35.65,23.22,1250,1512,2040,2301,2340,2490,2622,2735,4256,3030
142.1345525,-36.74384805,1/04/2022,126.9,1.95,33.55,23.19,1250,1512,2040,2301,2340,2490,2622,2735,4256,3030
142.1345377,-36.74386266,1/04/2022,126.9,1.835,32.17,23.36,1250,1512,2040,2301,2340,2490,2622,2735,4256,3030
142.1345201,-36.74387331,1/04/2022,126.8,1.845,30.52,23.42,1250,1512,2040,2301,2340,2490,2622,2735,4256,3030
142.1344994,-36.74387858,1/04/2022,126.8,1.795,30.25,23.35,1284,1588,2112,2375,2495,2618,2702,2905,4215,3073
142.1344783,-36.74388286,1/04/2022,126.8,1.73,32.4,23.4,1284,1588,2112,2375,2495,2618,2702,2905,4215,3073
142.1344518,-36.74387983,1/04/2022,126.8,1.665,33.42,23.44,1312,1560,2048,2267,2342,2454,2658,2713,4211,3027
142.1344238,-36.74387827,1/04/2022,126.8,1.62,34.73,23.49,1312,1560,2048,2267,2342,2454,2658,2713,4211,3027
142.1343938,-36.74387879,1/04/2022,126.8,1.655,34.85,23.67,1312,1560,2048,2267,2342,2454,2658,2713,4211,3027
142.1343664,-36.74388379,1/04/2022,126.8,1.695,33.38,23.93,1312,1560,2048,2267,2342,2454,2658,2713,4211,3027
142.1343413,-36.74389255,1/04/2022,126.8,1.765,31.73,24.08,1224,1510,1998,2267,2342,2454,2668,2713,4211,3027
142.1343266,-36.74390633,1/04/2022,126.8,1.815,29.07,24.25,1224,1510,1998,2267,2342,2454,2668,2713,4211,3027
142.1343104,-36.74391995,1/04/2022,126.8,1.78,28.35,24.35,1224,1510,1998,2267,2342,2454,2668,2713,4211,3027
142.1343015,-36.74393601,1/04/2022,126.7,1.8,27.63,24.54,1224,1510,1998,2267,2342,2454,2668,2713,4211,3027
142.1342974,-36.74395325,1/04/2022,126.7,1.825,27.3,24.78,1224,1510,1998,2267,2342,2454,2668,2713,4211,3027
142.1342907,-36.74396965,1/04/2022,126.7,1.805,25.43,24.53,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342877,-36.74398722,1/04/2022,126.7,1.77,23.88,24.36,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342882,-36.74400588,1/04/2022,126.7,1.775,24.45,24.39,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.134291,-36.74402632,1/04/2022,126.8,1.78,26.55,24.42,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342893,-36.74404538,1/04/2022,126.7,1.795,26.7,24.22,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342855,-36.74406409,1/04/2022,126.8,1.735,23.1,24.25,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342832,-36.74408544,1/04/2022,126.8,1.64,24.48,24.03,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342709,-36.74409957,1/04/2022,126.8,1.7,29.2,23.61,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342566,-36.74411207,1/04/2022,126.8,1.815,32.1,23.44,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342403,-36.74412257,1/04/2022,126.8,1.905,33.9,23.04,1142,1356,1866,2113,2248,2534,2578,2744,3936,2788
142.1342296,-36.74413852,1/04/2022,126.8,1.965,34.15,23.0,1142,1356,1866,2113,2248,2534,2578,2744,3936,2788
142.1342196,-36.74415632,1/04/2022,126.8,2.025,34.1,23.01,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1342108,-36.74418,1/04/2022,126.8,1.985,33.17,22.9,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1341964,-36.74420036,1/04/2022,126.8,1.925,33.8,23.04,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.134178,-36.74421889,1/04/2022,126.8,2.045,34.02,23.13,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1341571,-36.74422832,1/04/2022,126.8,2.17,33.2,23.01,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1341355,-36.74423422,1/04/2022,126.9,2.245,32.73,23.1,1180,1462,1938,2113,2248,2534,2640,2744,3936,2788
142.1341137,-36.74423854,1/04/2022,126.9,2.28,32.73,23.29,1190,1496,2012,1983,2327,2404,2786,2667,3486,2573
142.1340889,-36.74424872,1/04/2022,126.9,2.255,31.82,23.53,1190,1496,2012,1983,2327,2404,2786,2667,3486,2573
142.1340646,-36.74425264,1/04/2022,126.9,2.205,32.08,23.47,1190,1496,2012,1983,2327,2404,2786,2667,3486,2573
142.1340387,-36.74425609,1/04/2022,126.9,2.23,30.9,23.53,1190,1496,2012,1983,2327,2404,2786,2667,3486,2573
142.1340126,-36.7442569,1/04/2022,126.9,2.365,31.82,23.25,1250,1560,2048,2263,2313,2369,2678,2722,4114,2978
142.1339864,-36.74425527,1/04/2022,126.9,2.44,32.27,23.07,1250,1560,2048,2263,2313,2369,2678,2722,4114,2978
142.1339624,-36.74424986,1/04/2022,126.9,2.36,32.73,23.49,1250,1560,2048,2263,2313,2369,2678,2722,4114,2978
142.1339374,-36.74424361,1/04/2022,126.9,2.395,31.35,23.64,1250,1560,2048,2263,2313,2369,2678,2722,4114,2978
142.1339134,-36.74423492,1/04/2022,126.9,2.315,32.27,23.74,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338915,-36.74422389,1/04/2022,126.9,2.215,32.67,23.82,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338668,-36.74421119,1/04/2022,126.9,2.255,31.95,24.04,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338484,-36.74419564,1/04/2022,126.9,2.215,32.5,23.36,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338376,-36.74417867,1/04/2022,126.9,2.27,32.85,23.26,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338244,-36.74416044,1/04/2022,126.9,2.265,32.2,23.14,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338154,-36.74414139,1/04/2022,126.9,2.26,32.33,22.81,1182,1462,1888,2028,2150,2322,2600,2526,3946,2817
142.1338142,-36.74412334,1/04/2022,126.9,2.25,31.6,22.97,1182,1462,1888,2028,2150,2322,2600,2526,3946,2817
142.13381,-36.7441036,1/04/2022,126.9,2.22,30.73,23.28,1182,1462,1888,2028,2150,2322,2600,2526,3946,2817
142.1338084,-36.74408368,1/04/2022,126.9,2.13,31.43,23.18,1182,1462,1888,2028,2150,2322,2600,2526,3946,2817
142.1338096,-36.74406365,1/04/2022,126.8,2.215,31.23,23.5,1182,1462,1888,2028,2150,2322,2600,2526,3946,2817
142.1338146,-36.74404507,1/04/2022,126.8,2.435,30.03,23.14,1188,1512,2012,2067,2275,2373,2636,2661,3945,2811
142.1338231,-36.74402791,1/04/2022,126.8,2.425,28.8,23.43,1188,1512,2012,2067,2275,2373,2636,2661,3945,2811
142.1338334,-36.74401195,1/04/2022,126.8,2.245,27.82,23.64,1188,1512,2012,2067,2275,2373,2636,2661,3945,2811
142.1338401,-36.74399008,1/04/2022,126.8,2.17,31.08,23.21,1188,1512,2012,2067,2275,2373,2636,2661,3945,2811
142.1338532,-36.74397434,1/04/2022,126.8,2.18,32.52,23.17,1188,1512,2012,2067,2275,2373,2636,2661,3945,2811
142.1338673,-36.74395802,1/04/2022,126.8,2.26,30.9,23.22,1186,1430,1936,2067,2275,2373,2580,2661,3945,2811
142.1338829,-36.74394111,1/04/2022,126.8,2.31,31.73,23.4,1186,1430,1936,2067,2275,2373,2580,2661,3945,2811
142.1339007,-36.74392392,1/04/2022,126.8,2.295,31.2,23.49,1186,1430,1936,2067,2275,2373,2580,2661,3945,2811
142.133921,-36.74391449,1/04/2022,126.8,2.135,31.57,23.61,1176,1460,1978,2067,2275,2373,2644,2661,3945,2811
142.1339434,-36.74390111,1/04/2022,126.8,1.955,31.82,23.92,1176,1460,1978,2067,2275,2373,2644,2661,3945,2811
142.1339662,-36.74389374,1/04/2022,126.8,1.93,32.45,24.17,1176,1460,1978,2067,2275,2373,2644,2661,3945,2811
142.1339903,-36.74388812,1/04/2022,126.8,1.92,33.45,24.19,1176,1460,1978,2067,2275,2373,2644,2661,3945,2811
142.134014,-36.74388626,1/04/2022,126.8,2.07,31.75,24.35,1176,1460,1978,2067,2275,2373,2644,2661,3945,2811
142.1340366,-36.74388772,1/04/2022,126.9,2.025,32.2,24.42,1166,1472,1914,2080,2247,2392,2746,2714,3914,2806
142.1340617,-36.74388722,1/04/2022,126.9,2.01,31.32,24.53,1166,1472,1914,2080,2247,2392,2746,2714,3914,2806
142.134085,-36.74389047,1/04/2022,126.8,1.965,32.42,24.38,1166,1472,1914,2080,2247,2392,2746,2714,3914,2806
142.1341097,-36.74389388,1/04/2022,126.8,1.92,33.1,24.42,1166,1472,1914,2080,2247,2392,2746,2714,3914,2806
142.1341319,-36.74390064,1/04/2022,126.8,1.97,33.73,23.94,1166,1472,1914,2080,2247,2392,2746,2714,3914,2806
142.1341532,-36.74390892,1/04/2022,126.8,1.98,32.1,23.75,1168,1484,1966,2080,2247,2392,2598,2714,3914,2806
142.1341755,-36.7439179,1/04/2022,126.8,2.1,32.58,23.71,1168,1484,1966,2080,2247,2392,2598,2714,3914,2806
142.1341987,-36.74392802,1/04/2022,126.8,2.095,32.85,23.67,1168,1484,1966,2080,2247,2392,2598,2714,3914,2806
142.1342178,-36.74394072,1/04/2022,126.7,2.03,31.98,24.35,1168,1484,1966,2080,2247,2392,2598,2714,3914,2806
142.1342354,-36.74395491,1/04/2022,126.7,2.035,32.13,24.49,1168,1484,1966,2080,2247,2392,2598,2714,3914,2806
142.1342509,-36.74397061,1/04/2022,126.7,1.965,32.23,24.58,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342644,-36.74398743,1/04/2022,126.8,1.99,32.02,24.35,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342759,-36.74400537,1/04/2022,126.8,1.995,31.52,24.36,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342826,-36.74402355,1/04/2022,126.8,1.995,31.38,24.33,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342893,-36.74404296,1/04/2022,126.8,1.98,30.5,24.86,1196,1466,1974,2267,2342,2454,2592,2713,4211,3027
142.1342936,-36.74405926,1/04/2022,126.8,1.935,30.2,24.89,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342971,-36.74406688,1/04/2022,126.8,1.9,28.45,25.18,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.134297,-36.74406688,1/04/2022,126.8,1.9,28.13,25.54,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342971,-36.74406678,1/04/2022,126.8,1.9,28.13,25.58,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342972,-36.74406678,1/04/2022,126.8,1.9,28.13,25.53,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342973,-36.74406658,1/04/2022,126.8,1.9,28.13,25.24,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342974,-36.74406658,1/04/2022,126.8,1.9,28.13,24.81,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342975,-36.74406658,1/04/2022,126.8,1.9,28.13,24.29,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342974,-36.74406668,1/04/2022,126.8,1.9,28.13,24.08,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342975,-36.74406668,1/04/2022,126.8,1.9,28.13,23.86,1212,1472,2002,2336,2461,2582,2592,2944,4171,2997
142.1342931,-36.74416761,1/04/2022,126.8,1.9,28.13,22.28,1208,1494,2026,2336,2461,2582,2742,2944,4171,2997
142.1342809,-36.74418521,1/04/2022,126.8,1.9,28.13,22.4,1208,1494,2026,2336,2461,2582,2742,2944,4171,2997
142.1342628,-36.74419589,1/04/2022,126.8,1.9,28.13,22.36,1208,1494,2026,2336,2461,2582,2742,2944,4171,2997
142.1342447,-36.74421008,1/04/2022,126.8,1.9,28.13,22.15,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1342241,-36.74421168,1/04/2022,126.8,1.9,28.13,22.24,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1342037,-36.74421527,1/04/2022,126.9,1.905,29.53,21.79,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1341834,-36.74421908,1/04/2022,126.9,1.965,26.57,21.36,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1341624,-36.74423383,1/04/2022,126.9,2.025,29.1,21.06,1184,1466,2016,2113,2248,2534,2636,2744,3936,2788
142.1341398,-36.74424274,1/04/2022,126.9,2.135,31.45,20.83,1126,1438,1928,1983,2327,2404,2866,2667,3486,2573
142.1341173,-36.74424656,1/04/2022,126.9,2.14,32.27,20.64,1190,1496,2012,1983,2327,2404,2786,2667,3486,2573
142.1340965,-36.74424379,1/04/2022,126.9,2.23,32.75,20.61,1190,1496,2012,1983,2327,2404,2786,2667,3486,2573
142.1340765,-36.74423939,1/04/2022,126.9,2.275,33.63,20.75,1190,1496,2012,1983,2327,2404,2786,2667,3486,2573
142.1340583,-36.74423037,1/04/2022,126.9,2.315,31.9,20.99,1180,1462,1938,2113,2248,2534,2640,2744,3936,2788
142.1340413,-36.74421172,1/04/2022,126.9,2.215,32.02,20.93,1180,1462,1938,2113,2248,2534,2640,2744,3936,2788
142.1340204,-36.74419338,1/04/2022,127.0,2.125,31.23,20.72,1082,1372,1862,2028,2150,2322,2454,2526,3946,2817
142.1339971,-36.74418313,1/04/2022,127.0,2.205,32.73,20.97,1082,1372,1862,2028,2150,2322,2454,2526,3946,2817
142.1339734,-36.74417688,1/04/2022,127.0,2.095,34.25,21.56,1082,1372,1862,2028,2150,2322,2454,2526,3946,2817
142.1339515,-36.74417766,1/04/2022,127.0,2.0,35.17,21.35,1082,1372,1862,2028,2150,2322,2454,2526,3946,2817
142.1339302,-36.74418078,1/04/2022,127.0,1.965,34.92,21.26,1082,1372,1862,2028,2150,2322,2454,2526,3946,2817
142.1339087,-36.74418656,1/04/2022,127.0,1.995,35.15,21.38,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338855,-36.74418981,1/04/2022,127.0,1.995,34.65,21.13,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338622,-36.7441938,1/04/2022,127.0,2.05,32.9,21.44,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338405,-36.74420033,1/04/2022,127.1,2.11,32.67,21.6,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338203,-36.74420897,1/04/2022,127.1,2.125,32.9,21.68,1166,1428,1866,2028,2150,2322,2534,2526,3946,2817
142.1338003,-36.74421753,1/04/2022,127.1,2.115,31.4,21.82,1106,1422,1878,2143,2191,2380,2530,2649,4134,2905
142.1337802,-36.74422642,1/04/2022,127.1,2.075,30.15,22.13,1106,1422,1878,2143,2191,2380,2530,2649,4134,2905
