lat,lon,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
5933605.0,600885.0,992,1238,1624,1856,1947,2098,2198,2328,3971,2791
5933605.0,600895.0,968,1218,1610,1856,1947,2098,2248,2328,3971,2791
5933605.0,600905.0,946,1226,1598,1825,1947,2084,2222,2339,3944,2737
5933605.0,600915.0,954,1226,1602,1825,1947,2084,2164,2339,3944,2737
5933605.0,600925.0,924,1194,1588,1865,1937,2080,2228,2363,3933,2737
5933605.0,600935.0,966,1214,1610,1865,1937,2080,2238,2363,3933,2737
5933605.0,600945.0,969,1246,1630,1861,1984,2103,2266,2371,3950,2733
5933605.0,600955.0,930,1204,1610,1861,1984,2103,2286,2371,3950,2733
5933605.0,600965.0,948,1190,1606,1890,2014,2147,2260,2436,3956,2750
5933605.0,600975.0,942,1196,1584,1890,2014,2147,2286,2436,3956,2750
5933605.0,600985.0,983,1266,1650,1916,2039,2177,2366,2472,3960,2764
5933605.0,600995.0,949,1216,1636,1916,2039,2177,2376,2472,3960,2764
5933605.0,601005.0,907,1168,1566,1849,2017,2160,2282,2412,3892,2684
5933605.0,601015.0,950,1180,1562,1849,2017,2160,2210,2412,3892,2684
5933605.0,601025.0,944,1154,1586,1852,2010,2144,2276,2397,3903,2698
5933605.0,601035.0,913,1170,1544,1852,2010,2144,2288,2397,3903,2698
5933605.0,601045.0,952,1230,1618,1874,2020,2149,2284,2412,3938,2748
5933605.0,601055.0,961,1224,1606,1874,2020,2149,2266,2412,3938,2748
5933605.0,601065.0,886,1156,1550,1887,2009,2118,2292,2390,3922,2718
5933605.0,601075.0,922,1212,1594,1887,2009,2118,2308,2390,3922,2718
5933605.0,601085.0,914,1190,1576,1894,2001,2095,2270,2420,3895,2685
5933605.0,601095.0,950,1224,1592,1894,2001,2095,2316,2420,3895,2685
5933605.0,601105.0,944,1216,1610,1895,2008,2150,2324,2409,3948,2734
5933605.0,601115.0,942,1222,1656,1895,2008,2150,2338,2409,3948,2734
5933605.0,601125.0,903,1208,1654,1931,2072,2222,2374,2477,3967,2756
5933605.0,601135.0,944,1216,1652,1931,2072,2222,2364,2477,3967,2756
5933605.0,601145.0,972,1222,1664,1940,2059,2172,2320,2448,3951,2762
5933605.0,601155.0,948,1204,1626,1940,2059,2172,2302,2448,3951,2762
5933605.0,601165.0,929,1200,1614,1917,2068,2224,2354,2484,3959,2750
5933605.0,601175.0,976,1214,1624,1917,2068,2224,2364,2484,3959,2750
5933605.0,601185.0,961,1208,1620,1864,1989,2145,2308,2428,3941,2760
5933605.0,601195.0,928,1180,1590,1864,1989,2145,2230,2428,3941,2760
5933605.0,601205.0,894,1150,1604,1903,2014,2150,2288,2416,3879,2722
5933605.0,601215.0,944,1222,1642,1903,2014,2150,2314,2416,3879,2722
5933605.0,601225.0,990,1260,1692,2059,2240,2344,2396,2614,4047,2923
5933605.0,601235.0,996,1332,1826,2059,2240,2344,2486,2614,4047,2923
5933605.0,601245.0,1124,1458,1952,2136,2273,2415,2656,2695,4183,3153
5933605.0,601255.0,1084,1388,1794,2136,2273,2415,2652,2695,4183,3153
5933605.0,601265.0,888,1168,1526,1809,1945,2088,2302,2352,4125,3031
5933605.0,601275.0,934,1180,1592,1809,1945,2088,2172,2352,4125,3031
5933605.0,601285.0,877,1120,1520,1695,1770,1889,2070,2187,4063,2856
5933605.0,601295.0,835,1078,1470,1695,1770,1889,2018,2187,4063,2856
5933605.0,601305.0,858,1076,1500,1661,1748,1863,2052,2121,4020,2835
5933605.0,601315.0,858,1064,1484,1661,1748,1863,2008,2121,4020,2835
5933605.0,601325.0,797,1011,1428,1582,1647,1758,1918,1982,3949,2790
5933605.0,601335.0,770,992,1354,1582,1647,1758,1852,1982,3949,2790
5933605.0,601345.0,786,984,1354,1568,1619,1748,1842,1998,3959,2777
5933605.0,601355.0,750,1016,1384,1568,1619,1748,1888,1998,3959,2777
5933605.0,601365.0,818,1048,1420,1611,1691,1794,1932,2093,3986,2793
5933605.0,601375.0,802,1012,1432,1611,1691,1794,1964,2093,3986,2793
5933595.0,600195.0,665,814,1072,1359,1626,1756,1806,1926,2953,2216
5933595.0,600205.0,448,610,800,1217,1752,1855,1528,2148,2394,1831
5933595.0,600215.0,322,534,580,1217,1752,1855,1950,2148,2394,1831
5933595.0,600225.0,566,855,1056,1500,1960,2220,2420,2397,2921,2209
5933595.0,600235.0,918,1158,1510,1500,1960,2220,2268,2397,2921,2209
5933595.0,600245.0,1088,1282,1738,1900,2043,2185,2392,2446,3772,2717
5933595.0,600255.0,1058,1326,1720,1900,2043,2185,2230,2446,3772,2717
5933595.0,600265.0,932,1196,1574,1788,1916,2015,2148,2296,3854,2746
5933595.0,600275.0,894,1154,1584,1788,1916,2015,2118,2296,3854,2746
5933595.0,600285.0,930,1188,1594,1761,1849,1968,2106,2202,3841,2722
5933595.0,600295.0,962,1234,1638,1761,1849,1968,2200,2202,3841,2722
5933595.0,600305.0,976,1208,1642,1824,1895,2032,2234,2260,3950,2770
5933595.0,600315.0,944,1216,1624,1824,1895,2032,2210,2260,3950,2770
5933595.0,600325.0,910,1148,1550,1738,1820,1965,2094,2213,3905,2744
5933595.0,600335.0,914,1118,1554,1738,1820,1965,2068,2213,3905,2744
5933595.0,600345.0,936,1174,1578,1767,1802,1911,2114,2183,3923,2767
5933595.0,600355.0,906,1114,1560,1767,1802,1911,2084,2183,3923,2767
5933595.0,600365.0,903,1126,1534,1718,1789,1916,2032,2156,3901,2758
5933595.0,600375.0,882,1132,1510,1718,1789,1916,2048,2156,3901,2758
5933595.0,600385.0,862,1098,1484,1695,1775,1913,2030,2115,3903,2748
5933595.0,600395.0,896,1122,1506,1695,1775,1913,2010,2115,3903,2748
5933595.0,600405.0,883,1136,1516,1714,1775,1911,2070,2117,3939,2754
5933595.0,600415.0,878,1120,1516,1714,1775,1911,2028,2117,3939,2754
5933595.0,600425.0,860,1088,1478,1719,1774,1898,1990,2132,3919,2734
5933595.0,600435.0,850,1086,1480,1719,1774,1898,2036,2132,3919,2734
5933595.0,600445.0,886,1088,1498,1735,1809,1915,1998,2146,3939,2771
5933595.0,600455.0,930,1158,1594,1735,1809,1915,2132,2146,3939,2771
5933595.0,600465.0,943,1198,1594,1740,1833,1934,2128,2136,3974,2798
5933595.0,600475.0,914,1158,1550,1740,1833,1934,2062,2136,3974,2798
5933595.0,600485.0,888,1140,1518,1720,1813,1928,2066,2175,3976,2771
5933595.0,600495.0,882,1108,1510,1720,1813,1928,2030,2175,3976,2771
5933595.0,600505.0,940,1196,1570,1798,1839,1950,2110,2212,3978,2791
5933595.0,600515.0,944,1200,1606,1798,1839,1950,2164,2212,3978,2791
5933595.0,600525.0,906,1146,1556,1713,1816,1924,2082,2190,3978,2803
5933595.0,600535.0,891,1144,1534,1713,1816,1924,2048,2190,3978,2803
5933595.0,600545.0,900,1164,1560,1731,1823,1942,2078,2196,3985,2813
5933595.0,600555.0,854,1160,1534,1731,1823,1942,2088,2196,3985,2813
5933595.0,600565.0,901,1164,1566,1758,1856,1953,2104,2218,3990,2836
5933595.0,600575.0,946,1174,1554,1758,1856,1953,2084,2218,3990,2836
5933595.0,600585.0,926,1186,1556,1762,1835,1954,2092,2198,3989,2824
5933595.0,600595.0,916,1144,1534,1762,1835,1954,2132,2198,3989,2824
5933595.0,600605.0,936,1166,1528,1752,1848,1977,2106,2199,4008,2825
5933595.0,600615.0,934,1160,1580,1752,1848,1977,2088,2199,4008,2825
5933595.0,600625.0,948,1180,1568,1761,1829,1965,2112,2232,3996,2812
5933595.0,600635.0,948,1202,1600,1761,1829,1965,2172,2232,3996,2812
5933595.0,600645.0,908,1156,1556,1739,1800,1974,2078,2209,3956,2797
5933595.0,600655.0,902,1148,1546,1739,1800,1974,2058,2209,3956,2797
5933595.0,600665.0,864,1108,1470,1733,1798,1897,1994,2200,3939,2785
5933595.0,600675.0,866,1100,1518,1733,1798,1897,2026,2200,3939,2785
5933595.0,600685.0,898,1148,1544,1768,1838,1960,2048,2198,3915,2791
5933595.0,600695.0,886,1138,1528,1768,1838,1960,2046,2198,3915,2791
5933595.0,600705.0,865,1152,1544,1769,1865,1961,2054,2212,3950,2806
5933595.0,600715.0,900,1166,1564,1769,1865,1961,2082,2212,3950,2806
5933595.0,600725.0,914,1224,1582,1814,1905,2017,2136,2263,4020,2852
5933595.0,600735.0,932,1222,1622,1814,1905,2017,2144,2263,4020,2852
5933595.0,600745.0,949,1242,1650,1863,1927,2060,2192,2310,4065,2878
5933595.0,600755.0,964,1208,1640,1863,1927,2060,2218,2310,4065,2878
5933595.0,600765.0,947,1218,1642,1868,1919,2047,2188,2312,4050,2864
5933595.0,600775.0,996,1238,1654,1868,1919,2047,2238,2312,4050,2864
5933595.0,600785.0,1030,1246,1642,1830,1904,2048,2188,2291,4013,2855
5933595.0,600795.0,974,1212,1592,1830,1904,2048,2138,2291,4013,2855
5933595.0,600805.0,916,1162,1538,1763,1866,1982,2114,2236,3927,2775
5933595.0,600815.0,978,1174,1576,1763,1866,1982,2128,2236,3927,2775
5933595.0,600825.0,992,1246,1660,1849,1937,2051,2208,2308,4010,2802
5933595.0,600835.0,964,1220,1584,1849,1937,2051,2200,2308,4010,2802
5933595.0,600845.0,950,1216,1650,1899,1973,2075,2224,2349,4002,2795
5933595.0,600855.0,974,1230,1644,1899,1973,2075,2236,2349,4002,2795
5933595.0,600865.0,974,1212,1624,1847,1960,2065,2228,2352,4007,2808
5933595.0,600875.0,958,1220,1640,1847,1960,2065,2210,2352,4007,2808
5933595.0,600885.0,959,1246,1634,1865,1982,2099,2218,2371,4026,2846
5933595.0,600895.0,1004,1250,1638,1865,1982,2099,2244,2371,4026,2846
5933595.0,600905.0,1042,1282,1666,1873,1973,2130,2260,2365,4004,2825
5933595.0,600915.0,952,1240,1600,1873,1973,2130,2192,2365,4004,2825
5933595.0,600925.0,972,1214,1644,1879,1957,2113,2224,2365,3958,2763
5933595.0,600935.0,961,1226,1606,1879,1957,2113,2256,2365,3958,2763
5933595.0,600945.0,912,1238,1600,1855,1984,2124,2256,2359,3951,2735
5933595.0,600955.0,912,1184,1580,1855,1984,2124,2204,2359,3951,2735
5933595.0,600965.0,917,1176,1588,1840,1976,2139,2276,2372,3925,2727
5933595.0,600975.0,886,1184,1554,1840,1976,2139,2230,2372,3925,2727
5933595.0,600985.0,905,1196,1542,1828,1972,2105,2276,2393,3899,2705
5933595.0,600995.0,897,1166,1574,1828,1972,2105,2302,2393,3899,2705
5933595.0,601005.0,937,1158,1560,1789,1910,2062,2204,2306,3881,2668
5933595.0,601015.0,925,1184,1546,1789,1910,2062,2226,2306,3881,2668
5933595.0,601025.0,894,1144,1552,1806,1904,2082,2238,2325,3877,2690
5933595.0,601035.0,920,1166,1526,1806,1904,2082,2204,2325,3877,2690
5933595.0,601045.0,924,1194,1578,1845,1998,2080,2262,2363,3928,2737
5933595.0,601055.0,969,1250,1640,1845,1998,2080,2286,2363,3928,2737
5933595.0,601065.0,933,1212,1590,1890,1997,2125,2276,2383,3940,2723
5933595.0,601075.0,924,1156,1598,1890,1997,2125,2290,2383,3940,2723
5933595.0,601085.0,969,1248,1654,1902,2049,2168,2348,2413,3917,2728
5933595.0,601095.0,982,1226,1640,1902,2049,2168,2358,2413,3917,2728
5933595.0,601105.0,940,1210,1632,1918,2060,2170,2316,2438,3968,2737
5933595.0,601115.0,927,1210,1650,1918,2060,2170,2316,2438,3968,2737
5933595.0,601125.0,914,1202,1664,1937,2054,2223,2414,2503,3998,2807
5933595.0,601135.0,980,1236,1654,1937,2054,2223,2354,2503,3998,2807
5933595.0,601145.0,1006,1226,1634,1892,2007,2132,2280,2392,3929,2763
5933595.0,601155.0,955,1168,1598,1892,2007,2132,2292,2392,3929,2763
5933595.0,601165.0,930,1206,1656,1921,2077,2219,2310,2488,3929,2718
5933595.0,601175.0,919,1210,1588,1921,2077,2219,2322,2488,3929,2718
5933595.0,601185.0,954,1204,1620,1930,2024,2144,2310,2403,3941,2780
5933595.0,601195.0,904,1218,1626,1930,2024,2144,2242,2403,3941,2780
5933595.0,601205.0,872,1156,1578,1912,2040,2185,2282,2434,3873,2675
5933595.0,601215.0,872,1168,1572,1912,2040,2185,2390,2434,3873,2675
5933595.0,601225.0,961,1220,1636,2004,2129,2235,2296,2576,3953,2766
5933595.0,601235.0,1038,1304,1786,2004,2129,2235,2522,2576,3953,2766
5933595.0,601245.0,1082,1382,1898,2096,2268,2422,2580,2720,4125,3084
5933595.0,601255.0,1144,1438,1896,2096,2268,2422,2718,2720,4125,3084
5933595.0,601265.0,938,1216,1578,1914,2074,2217,2398,2529,4138,3093
5933595.0,601275.0,938,1180,1576,1914,2074,2217,2154,2529,4138,3093
5933595.0,601285.0,911,1148,1590,1779,1841,1987,2136,2213,4132,2904
5933595.0,601295.0,843,1080,1476,1779,1841,1987,2034,2213,4132,2904
5933595.0,601305.0,850,1052,1476,1666,1762,1902,2018,2146,4015,2820
5933595.0,601315.0,874,1058,1512,1666,1762,1902,2062,2146,4015,2820
5933595.0,601325.0,812,1032,1434,1627,1679,1807,1940,2042,3977,2804
5933595.0,601335.0,784,1005,1388,1627,1679,1807,1876,2042,3977,2804
5933595.0,601345.0,785,1005,1388,1588,1631,1771,1902,2014,3966,2791
5933595.0,601355.0,795,1014,1402,1588,1631,1771,1918,2014,3966,2791
5933595.0,601365.0,844,1098,1440,1630,1674,1796,1960,2094,3973,2795
5933595.0,601375.0,843,1042,1424,1630,1674,1796,1948,2094,3973,2795
5933585.0,600195.0,770,974,1232,1359,1626,1756,2036,1926,2953,2216
5933585.0,600205.0,681,938,1158,1217,1752,1855,2046,2148,2394,1831
5933585.0,600215.0,565,603,758,1217,1752,1855,1882,2148,2394,1831
5933585.0,600225.0,621,844,1042,1500,1960,2220,2242,2397,2921,2209
5933585.0,600235.0,828,1114,1382,1500,1960,2220,2334,2397,2921,2209
5933585.0,600245.0,1052,1286,1716,1900,2043,2185,2374,2446,3772,2717
5933585.0,600255.0,1066,1322,1742,1900,2043,2185,2354,2446,3772,2717
5933585.0,600265.0,1046,1260,1694,1788,1916,2015,2254,2296,3854,2746
5933585.0,600275.0,935,1196,1582,1788,1916,2015,2082,2296,3854,2746
5933585.0,600285.0,814,1098,1494,1761,1849,1968,2016,2202,3841,2722
5933585.0,600295.0,916,1108,1530,1761,1849,1968,2066,2202,3841,2722
5933585.0,600305.0,952,1196,1632,1824,1895,2032,2198,2260,3950,2770
5933585.0,600315.0,921,1176,1612,1824,1895,2032,2192,2260,3950,2770
5933585.0,600325.0,877,1134,1574,1738,1820,1965,2106,2213,3905,2744
5933585.0,600335.0,872,1124,1566,1738,1820,1965,2106,2213,3905,2744
5933585.0,600345.0,876,1102,1560,1767,1802,1911,2058,2183,3923,2767
5933585.0,600355.0,893,1158,1562,1767,1802,1911,2040,2183,3923,2767
5933585.0,600365.0,842,1130,1526,1718,1789,1916,2042,2156,3901,2758
5933585.0,600375.0,852,1148,1522,1718,1789,1916,2048,2156,3901,2758
5933585.0,600385.0,896,1120,1516,1695,1775,1913,2024,2115,3903,2748
5933585.0,600395.0,896,1102,1504,1695,1775,1913,2010,2115,3903,2748
5933585.0,600405.0,906,1114,1534,1714,1775,1911,2056,2117,3939,2754
5933585.0,600415.0,900,1164,1558,1714,1775,1911,2088,2117,3939,2754
5933585.0,600425.0,890,1124,1512,1719,1774,1898,2054,2132,3919,2734
5933585.0,600435.0,922,1182,1610,1719,1774,1898,2094,2132,3919,2734
5933585.0,600445.0,922,1116,1528,1735,1809,1915,2070,2146,3939,2771
5933585.0,600455.0,903,1158,1568,1735,1809,1915,2098,2146,3939,2771
5933585.0,600465.0,921,1156,1522,1740,1833,1934,2072,2136,3974,2798
5933585.0,600475.0,869,1110,1524,1740,1833,1934,2054,2136,3974,2798
5933585.0,600485.0,932,1122,1512,1720,1813,1928,2030,2175,3976,2771
5933585.0,600495.0,858,1120,1512,1720,1813,1928,2042,2175,3976,2771
5933585.0,600505.0,896,1200,1566,1798,1839,1950,2114,2212,3978,2791
5933585.0,600515.0,986,1210,1624,1798,1839,1950,2156,2212,3978,2791
5933585.0,600525.0,886,1120,1516,1713,1816,1924,2060,2190,3978,2803
5933585.0,600535.0,860,1114,1512,1713,1816,1924,2042,2190,3978,2803
5933585.0,600545.0,912,1140,1540,1731,1823,1942,2052,2196,3985,2813
5933585.0,600555.0,880,1158,1534,1731,1823,1942,2102,2196,3985,2813
5933585.0,600565.0,908,1152,1548,1758,1856,1953,2032,2218,3990,2836
5933585.0,600575.0,885,1160,1572,1758,1856,1953,2106,2218,3990,2836
5933585.0,600585.0,908,1140,1550,1762,1835,1954,2102,2198,3989,2824
5933585.0,600595.0,929,1166,1570,1762,1835,1954,2114,2198,3989,2824
5933585.0,600605.0,948,1202,1598,1752,1848,1977,2148,2199,4008,2825
5933585.0,600615.0,905,1170,1572,1752,1848,1977,2126,2199,4008,2825
5933585.0,600625.0,903,1136,1566,1761,1829,1965,2084,2232,3996,2812
5933585.0,600635.0,899,1132,1550,1761,1829,1965,2092,2232,3996,2812
5933585.0,600645.0,891,1130,1554,1739,1800,1974,2044,2209,3956,2797
5933585.0,600655.0,882,1142,1508,1739,1800,1974,2048,2209,3956,2797
5933585.0,600665.0,880,1120,1526,1733,1798,1897,2062,2200,3939,2785
5933585.0,600675.0,898,1178,1572,1733,1798,1897,2056,2200,3939,2785
5933585.0,600685.0,921,1148,1544,1768,1838,1960,2062,2198,3915,2791
5933585.0,600695.0,906,1148,1572,1768,1838,1960,2092,2198,3915,2791
5933585.0,600705.0,959,1192,1554,1769,1865,1961,2078,2212,3950,2806
5933585.0,600715.0,946,1148,1572,1769,1865,1961,2110,2212,3950,2806
5933585.0,600725.0,947,1216,1616,1814,1905,2017,2166,2263,4020,2852
5933585.0,600735.0,938,1224,1606,1814,1905,2017,2146,2263,4020,2852
5933585.0,600745.0,990,1242,1638,1863,1927,2060,2196,2310,4065,2878
5933585.0,600755.0,1004,1262,1678,1863,1927,2060,2178,2310,4065,2878
5933585.0,600765.0,966,1236,1624,1868,1919,2047,2242,2312,4050,2864
5933585.0,600775.0,994,1252,1670,1868,1919,2047,2212,2312,4050,2864
5933585.0,600785.0,1006,1262,1670,1830,1904,2048,2216,2291,4013,2855
5933585.0,600795.0,958,1248,1650,1830,1904,2048,2208,2291,4013,2855
5933585.0,600805.0,924,1172,1534,1763,1866,1982,2132,2236,3927,2775
5933585.0,600815.0,906,1142,1524,1763,1866,1982,2092,2236,3927,2775
5933585.0,600825.0,948,1202,1616,1849,1937,2051,2164,2308,4010,2802
5933585.0,600835.0,994,1260,1644,1849,1937,2051,2248,2308,4010,2802
5933585.0,600845.0,972,1238,1648,1899,1973,2075,2276,2349,4002,2795
5933585.0,600855.0,984,1222,1630,1899,1973,2075,2238,2349,4002,2795
5933585.0,600865.0,974,1224,1642,1847,1960,2065,2178,2352,4007,2808
5933585.0,600875.0,938,1242,1610,1847,1960,2065,2218,2352,4007,2808
5933585.0,600885.0,982,1210,1610,1865,1982,2099,2186,2371,4026,2846
5933585.0,600895.0,1062,1282,1680,1865,1982,2099,2276,2371,4026,2846
5933585.0,600905.0,1064,1284,1708,1873,1973,2130,2304,2365,4004,2825
5933585.0,600915.0,990,1210,1622,1873,1973,2130,2226,2365,4004,2825
5933585.0,600925.0,972,1218,1628,1879,1957,2113,2276,2365,3958,2763
5933585.0,600935.0,924,1228,1608,1879,1957,2113,2320,2365,3958,2763
5933585.0,600945.0,959,1230,1616,1855,1984,2124,2244,2359,3951,2735
5933585.0,600955.0,944,1196,1578,1855,1984,2124,2198,2359,3951,2735
5933585.0,600965.0,939,1194,1598,1840,1976,2139,2224,2372,3925,2727
5933585.0,600975.0,914,1194,1574,1840,1976,2139,2242,2372,3925,2727
5933585.0,600985.0,870,1196,1558,1828,1972,2105,2276,2393,3899,2705
5933585.0,600995.0,937,1184,1548,1828,1972,2105,2186,2393,3899,2705
5933585.0,601005.0,907,1134,1536,1789,1910,2062,2174,2306,3881,2668
5933585.0,601015.0,869,1136,1498,1789,1910,2062,2182,2306,3881,2668
5933585.0,601025.0,880,1144,1492,1806,1904,2082,2138,2325,3877,2690
5933585.0,601035.0,866,1134,1516,1806,1904,2082,2180,2325,3877,2690
5933585.0,601045.0,892,1144,1572,1845,1998,2080,2198,2363,3928,2737
5933585.0,601055.0,998,1244,1640,1845,1998,2080,2284,2363,3928,2737
5933585.0,601065.0,998,1262,1644,1890,1997,2125,2300,2383,3940,2723
5933585.0,601075.0,950,1218,1650,1890,1997,2125,2256,2383,3940,2723
5933585.0,601085.0,962,1228,1630,1902,2049,2168,2328,2413,3917,2728
5933585.0,601095.0,954,1210,1622,1902,2049,2168,2306,2413,3917,2728
5933585.0,601105.0,940,1216,1642,1918,2060,2170,2294,2438,3968,2737
5933585.0,601115.0,956,1212,1644,1918,2060,2170,2328,2438,3968,2737
5933585.0,601125.0,988,1224,1650,1937,2054,2223,2370,2503,3998,2807
5933585.0,601135.0,1000,1276,1654,1937,2054,2223,2316,2503,3998,2807
5933585.0,601145.0,952,1234,1600,1892,2007,2132,2238,2392,3929,2763
5933585.0,601155.0,928,1166,1610,1892,2007,2132,2276,2392,3929,2763
5933585.0,601165.0,934,1188,1616,1921,2077,2219,2316,2488,3929,2718
5933585.0,601175.0,944,1238,1604,1921,2077,2219,2414,2488,3929,2718
5933585.0,601185.0,1004,1256,1684,1930,2024,2144,2376,2403,3941,2780
5933585.0,601195.0,949,1218,1610,1930,2024,2144,2276,2403,3941,2780
5933585.0,601205.0,900,1156,1574,1912,2040,2185,2272,2434,3873,2675
5933585.0,601215.0,842,1134,1576,1912,2040,2185,2384,2434,3873,2675
5933585.0,601225.0,928,1194,1654,2004,2129,2235,2406,2576,3953,2766
5933585.0,601235.0,1009,1296,1738,2004,2129,2235,2498,2576,3953,2766
5933585.0,601245.0,991,1248,1676,2096,2268,2422,2432,2720,4125,3084
5933585.0,601255.0,1118,1448,1898,2096,2268,2422,2568,2720,4125,3084
5933585.0,601265.0,1001,1294,1670,1914,2074,2217,2586,2529,4138,3093
5933585.0,601275.0,944,1150,1566,1914,2074,2217,2228,2529,4138,3093
5933585.0,601285.0,940,1198,1638,1779,1841,1987,2224,2213,4132,2904
5933585.0,601295.0,883,1128,1536,1779,1841,1987,2122,2213,4132,2904
5933585.0,601305.0,792,1074,1484,1666,1762,1902,2022,2146,4015,2820
5933585.0,601315.0,848,1082,1486,1666,1762,1902,2052,2146,4015,2820
5933585.0,601325.0,831,1064,1436,1627,1679,1807,1968,2042,3977,2804
5933585.0,601335.0,802,1026,1416,1627,1679,1807,1900,2042,3977,2804
5933585.0,601345.0,792,1026,1416,1588,1631,1771,1918,2014,3966,2791
5933585.0,601355.0,833,1028,1434,1588,1631,1771,1914,2014,3966,2791
5933585.0,601365.0,850,1056,1416,1630,1674,1796,1954,2094,3973,2795
5933585.0,601375.0,822,1036,1410,1630,1674,1796,1942,2094,3973,2795
5933575.0,600195.0,658,940,1188,1290,1687,1994,2308,2288,2743,2031
5933575.0,600205.0,508,742,899,1028,1646,1954,2482,2273,2202,1493
5933575.0,600215.0,400,670,808,1028,1646,1954,2236,2273,2202,1493
5933575.0,600225.0,420,642,748,1263,1861,2047,2304,2323,2322,1738
5933575.0,600235.0,536,808,957,1263,1861,2047,2702,2323,2322,1738
5933575.0,600245.0,825,1106,1442,1732,1999,2153,2416,2407,3316,2461
5933575.0,600255.0,1038,1318,1728,1732,1999,2153,2408,2407,3316,2461
5933575.0,600265.0,1014,1278,1682,1821,1866,2022,2272,2284,3769,2696
5933575.0,600275.0,880,1120,1522,1821,1866,2022,2082,2284,3769,2696
5933575.0,600285.0,783,1042,1426,1645,1722,1839,1916,2100,3726,2630
5933575.0,600295.0,852,1062,1460,1645,1722,1839,1986,2100,3726,2630
5933575.0,600305.0,890,1122,1542,1732,1827,1952,2124,2184,3837,2675
5933575.0,600315.0,910,1152,1572,1732,1827,1952,2104,2184,3837,2675
5933575.0,600325.0,890,1156,1592,1744,1836,1956,2116,2232,3881,2720
5933575.0,600335.0,910,1164,1584,1744,1836,1956,2136,2232,3881,2720
5933575.0,600345.0,878,1116,1512,1707,1796,1890,2040,2154,3893,2760
5933575.0,600355.0,849,1112,1490,1707,1796,1890,2032,2154,3893,2760
5933575.0,600365.0,867,1104,1526,1708,1806,1897,2034,2183,3927,2761
5933575.0,600375.0,883,1118,1522,1708,1806,1897,2036,2183,3927,2761
5933575.0,600385.0,874,1100,1510,1752,1803,1931,1980,2138,3933,2773
5933575.0,600395.0,890,1100,1476,1752,1803,1931,1992,2138,3933,2773
5933575.0,600405.0,878,1128,1520,1782,1842,1962,2048,2147,3955,2767
5933575.0,600415.0,930,1164,1606,1782,1842,1962,2116,2147,3955,2767
5933575.0,600425.0,893,1190,1610,1784,1833,1992,2078,2203,3978,2803
5933575.0,600435.0,913,1158,1560,1784,1833,1992,2040,2203,3978,2803
5933575.0,600445.0,910,1130,1542,1706,1797,1925,2032,2162,3912,2796
5933575.0,600455.0,876,1140,1516,1706,1797,1925,1990,2162,3912,2796
5933575.0,600465.0,869,1122,1514,1700,1784,1925,2024,2145,3949,2779
5933575.0,600475.0,876,1136,1516,1700,1784,1925,2048,2145,3949,2779
5933575.0,600485.0,896,1132,1512,1714,1770,1903,2042,2162,3970,2754
5933575.0,600495.0,858,1094,1496,1714,1770,1903,2042,2162,3970,2754
5933575.0,600505.0,918,1190,1556,1757,1795,1924,2096,2197,3974,2783
5933575.0,600515.0,936,1172,1556,1757,1795,1924,2114,2197,3974,2783
5933575.0,600525.0,867,1108,1518,1696,1793,1900,2010,2176,3933,2776
5933575.0,600535.0,870,1110,1488,1696,1793,1900,1982,2176,3933,2776
5933575.0,600545.0,870,1140,1528,1729,1791,1888,2036,2135,3976,2767
5933575.0,600555.0,902,1178,1548,1729,1791,1888,2056,2135,3976,2767
5933575.0,600565.0,878,1142,1520,1743,1834,1961,2054,2188,3988,2802
5933575.0,600575.0,899,1166,1582,1743,1834,1961,2126,2188,3988,2802
5933575.0,600585.0,951,1182,1572,1742,1833,1920,2116,2188,3978,2796
5933575.0,600595.0,874,1138,1498,1742,1833,1920,2054,2188,3978,2796
5933575.0,600605.0,879,1138,1522,1692,1783,1893,2058,2162,3984,2795
5933575.0,600615.0,866,1144,1506,1692,1783,1893,2050,2162,3984,2795
5933575.0,600625.0,878,1118,1526,1738,1795,1917,2066,2189,3996,2813
5933575.0,600635.0,932,1122,1554,1738,1795,1917,2006,2189,3996,2813
5933575.0,600645.0,916,1166,1582,1765,1845,1979,2098,2235,3984,2814
5933575.0,600655.0,920,1160,1560,1765,1845,1979,2104,2235,3984,2814
5933575.0,600665.0,936,1158,1582,1800,1860,1984,2106,2231,4012,2824
5933575.0,600675.0,916,1158,1570,1800,1860,1984,2128,2231,4012,2824
5933575.0,600685.0,964,1204,1636,1816,1876,2021,2164,2270,4015,2851
5933575.0,600695.0,1001,1218,1636,1816,1876,2021,2178,2270,4015,2851
5933575.0,600705.0,946,1234,1626,1806,1885,2016,2188,2291,4040,2857
5933575.0,600715.0,950,1172,1598,1806,1885,2016,2128,2291,4040,2857
5933575.0,600725.0,965,1206,1636,1825,1892,2044,2144,2301,4074,2877
5933575.0,600735.0,952,1190,1588,1825,1892,2044,2146,2301,4074,2877
5933575.0,600745.0,957,1238,1646,1855,1927,2075,2146,2281,4061,2877
5933575.0,600755.0,996,1254,1674,1855,1927,2075,2196,2281,4061,2877
5933575.0,600765.0,1002,1246,1636,1843,1889,2000,2196,2313,4041,2841
5933575.0,600775.0,980,1212,1618,1843,1889,2000,2102,2313,4041,2841
5933575.0,600785.0,971,1224,1610,1838,1929,2059,2192,2324,4017,2860
